institution,number,family,genus,species,cranium.length,rostrum.length,rostrum.width,rostrum.depth,coracoid,sternum.length,keel.length,keel.depth,humerus,ulna,carpometacarpus,femur,tibiotarsus,tarsometatarsus,island,landbird.spp.richness,island.area,elevation,nearest.continent,isolation,ecosystem.richness,raptor.spp,columbid.spp,kingfisher.spp,mammal.predators,location.1,location.2,location.3,collector,age,mass,wing.ch.,tail,subspecies,sex,other
NMNH,613070,Alcedinidae,Halcyon,Halcyon_smyrnensis,29.07,54.37,17,10.2,26.42,22.41,27.96,10.1,38.5,50.97,19.93,23.13,36.56,14.81,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon: Cagayan,"Barrio Santa Margarita, Bagao",R.W. Dickerman,NA,77,NA,NA,gularis,male,NA
NMNH,613068,Alcedinidae,Halcyon,Halcyon_smyrnensis,29.26,56.38,16.47,10.94,28.13,23.71,30.76,10.78,40.68,53.22,20.24,23.74,38.1,14.72,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon: Cagayan,"Barrio Via; Sitio Hot Springs, baggao","R.W. Dickerman, C.A. Ross",NA,NA,NA,NA,gularis,male,NA
NMNH,292314,Alcedinidae,Halcyon,Halcyon_smyrnensis,28.5,54.97,16.34,10.3,27.43,23.59,29.84,10.84,41.5,53.75,20.77,23.93,37.6,15.29,Tablas,NA,NA,665,NA,NA,NA,NA,NA,NA,yes,Philippines,Tablas,Badajos,F. Rivera,NA,NA,NA,NA,gularis,male,NA
NMNH,343265,Alcedinidae,Halcyon,Halcyon_smyrnensis,28.86,55.69,16.24,10.76,28.4,22.67,29.67,9.77,38.56,50.9,20.47,22.66,37.08,15.31,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Thailand,Chiang Mai,Chiengmai,H.G. Deignan,NA,NA,NA,NA,fusca,male,NA
NMNH,343266,Alcedinidae,Halcyon,Halcyon_smyrnensis,28.1,46.24,15.08,9.22,26.66,20.72,26.63,9.39,37.99,49.55,19.73,22.81,36.77,14.78,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Thailand,Chiengmai,NA,H.G. Deignan,NA,NA,NA,NA,fusca,male,NA
AMNH,10984,Alcedinidae,Halcyon,Halcyon_smyrnensis,28.71,53.61,15.24,10.31,26.93,22.03,29.68,9.94,37.87,50,19.8,22.4,35.24,NA,Phuket,317,576,529,1,3,NA,35,12,12,yes,Thailand,Puket Island,Thaisarce Tin Smelter,C.B. Frith,adult,NA,NA,NA,NA,male,NA
Burke,43477,Alcedinidae,Syma,Syma_megarhyncha,25.54,40.5,14.83,8.61,22.55,16.82,19.59,8.13,28.02,35.72,14.44,18.79,32.23,15.46,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New_Guinea,Morobe Prov.,NA,NA,adult,53,83,65.4,NA,female,NA
Burke,43433,Alcedinidae,Syma,Syma_megarhyncha,25.95,39.97,14.77,8.41,23.2,15.76,18.88,8.03,27.62,35.07,13.75,18.8,30.5,14.92,New_Guinea,627,785753,5030,155,37,40,40,40,22,yes,New_Guinea,Morobe Prov.,NA,NA,NA,48.3,87,65.3,NA,male,NA
NMNH,290434,Alcedinidae,Todiramphus,Todiramphus_chloris,NA,36.7,12.89,7.47,22.03,17.05,21.76,7.51,29.95,38.63,14.55,18.85,31.7,13.49,Viti_Levu,42,10531,1224,2700,88,40,5,5,1,no,Fiji,Viti Levu,NA,W.J. Belcher,NA,NA,NA,NA,vitiensis,male,NA
AMNH,25223,Alcedinidae,Todiramphus,Todiramphus_chloris,25.46,43.57,15.51,9.72,26.17,19.99,26.29,9.6,35.46,45.43,18.1,21.33,32.31,14.81,Sulawesi,384,180681,3455,1100,56,NA,39,25,12,yes,Indonesia,Sulawesi,Morowo,R.W. Dickerman,NA,62.3,NA,NA,NA,male,NA
NMNH,225827,Alcedinidae,Todiramphus,Todiramphus_chloris,24.42,41.07,14.65,8.51,25.81,19.63,26.63,9.66,34.98,44.9,17.38,21.29,32.83,14.71,Sulawesi,384,180681,3455,1100,56,NA,39,25,12,yes,Indonesia,Sulawsi (Celebes),Toboli,H.C. Raven,NA,NA,NA,NA,NA,male,NA
KU,117076,Alcedinidae,Todiramphus,Todiramphus_chloris,27.33,48.66,16.6,10.93,27.8,21.03,26.87,10.54,38.42,47.92,19.1,24.39,37.52,17.04,Saipan,18,123,474,2800,78,10,0,2,1,no,Northern Mariana Islands,Saipan Island,NA,R.G. Moyle,adult,96,NA,NA,NA,male,NA
KU,116891,Alcedinidae,Todiramphus,Todiramphus_chloris,26.03,48.35,16.83,9.93,26.09,19.62,25.27,10.18,36.37,46.74,18.28,22.12,33.98,15.97,Babeldaob,28,374,245,2500,81,10,1,4,2,no,Palau,Babeldaob Island,Ngaraard; Ulimang Village,C.H. Oliveras,adult,65,NA,NA,NA,male,NA
NMNH,560679,Alcedinidae,Todiramphus,Todiramphus_chloris,25.46,43.56,15.51,9.02,27.43,20.96,27.5,9.9,36.3,46.03,18.22,22.11,34.05,15.86,Batan,24,95,NA,NA,NA,NA,1,5,1,yes,Philippines,Batan Island,Batanes Prov.; Mahatao,C.A. Ross,NA,65,NA,NA,collaris,female,NA
NMNH,560678,Alcedinidae,Todiramphus,Todiramphus_chloris,25.65,44.05,15.1,9.28,26.51,20.28,26.67,10.01,35.68,46.43,18.19,21.62,34.05,15.63,Batan,24,95,NA,NA,NA,NA,1,5,1,yes,Philippines,Batan Island,Batanes Prov.; Song Song Bay,C.A. Ross,NA,60,104,NA,collaris,male,NA
NMNH,560676,Alcedinidae,Todiramphus,Todiramphus_chloris,25.93,46.21,16.08,8.97,26.52,20.28,26.68,9.73,35.82,46.21,18.15,22.02,33.47,15.1,Batan,24,95,NA,NA,NA,NA,1,5,1,yes,Philippines,Batan Island,"Batanes Prov., Mahatao",C.A. Ross,NA,60,NA,NA,collaris,male,NA
KU,41130,Alcedinidae,Todiramphus,Todiramphus_chloris,25.34,41.61,15.27,9.83,25.47,18.96,24.79,10.24,35.56,45.42,17.22,20.83,33.11,14.6,Busuanga,NA,525,NA,NA,NA,NA,NA,NA,NA,yes,Philippines,Busuanga Island,6 km NE San Nicholas,M.C. Thompson,NA,NA,NA,NA,NA,female,NA
NMNH,290452,Alcedinidae,Todiramphus,Todiramphus_chloris,25.36,45.11,14.86,8.67,25.33,18.86,25.01,10.03,35.89,NA,17.31,22.12,33.81,15.59,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon,NA,R.C. McGregor,NA,NA,NA,NA,NA,female,NA
NMNH,290450,Alcedinidae,Todiramphus,Todiramphus_chloris,24.24,42.76,14.95,8.51,25.12,18.67,25.48,9.94,33.87,43.64,16.92,NA,NA,NA,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon,Tayabas Prov.; Lucban,R.C. McGregor,NA,NA,NA,NA,NA,female,NA
NMNH,290453,Alcedinidae,Todiramphus,Todiramphus_chloris,24.75,44.64,13.82,7.51,25.21,17.29,23.47,9.5,34.16,44.84,18.49,21.33,32.59,15.13,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon,Obando,"McGregor, Celestino",NA,NA,NA,NA,NA,male,NA
NMNH,560142,Alcedinidae,Todiramphus,Todiramphus_chloris,26.77,50.04,15.3,8.92,27.8,21.03,27.97,9.81,37.43,48.12,19.3,22.81,35.17,16.61,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon,Jalajala,E. Verreaux,NA,NA,NA,NA,NA,female,coll. 1837
NMNH,290451,Alcedinidae,Todiramphus,Todiramphus_chloris,24.62,42.97,15.03,9.28,25.73,18.83,25.26,9.78,34.42,44.65,17.34,21.57,33.32,14.86,Luzon,336,109965,2934,600,48,NA,27,20,8,yes,Philippines,Luzon Island,Bulcacan Prov.; Obando,"R.C. McGregor, A. Celestino",NA,NA,NA,NA,NA,male,NA
AMNH,17750,Alcedinidae,Todiramphus,Todiramphus_chloris,25.1,NA,NA,NA,25.95,20.11,25.56,8.92,35.19,45.68,17.92,22.02,33.56,15.65,Negros,248,13075,2464,1450,47,NA,21,18,9,yes,Philippines,Negros Island,Guihulgan,P. Cua,NA,56,NA,NA,NA,female,NA
AMNH,17751,Alcedinidae,Todiramphus,Todiramphus_chloris,24.81,NA,NA,NA,25.5,18.2,23.98,9.42,35.12,45.5,17.25,21.93,33.16,15.26,Negros,248,13075,2464,1450,47,NA,21,18,9,yes,Philippines,Negros Island,Guihulgan,P. Cua,NA,60,NA,NA,NA,female,NA
NMNH,562031,Alcedinidae,Todiramphus,Todiramphus_chloris,NA,43.45,14.7,8.78,25.12,18.95,24.36,9.81,35.18,45.49,17.7,21.7,33.45,15.43,Palawan,227,12189,2085,950,55,NA,19,13,7,yes,Philippines,Palawan,Quezon Municipality; Tumarbong River,C.A. Ross,NA,58,NA,NA,collaris,male,NA
NMNH,562033,Alcedinidae,Todiramphus,Todiramphus_chloris,24.84,43.16,14.38,8.76,25.49,NA,NA,9.22,34.66,44.6,16.62,21.12,32.54,14.7,Palawan,227,12189,2085,950,55,NA,19,13,7,yes,Philippines,Palawan,"Puerto Princesa Mun.; Iwahig Penal Colony, Balsahan",C.A. Ross,NA,59,NA,NA,collaris,male,NA
NMNH,562032,Alcedinidae,Todiramphus,Todiramphus_chloris,25.24,44.01,14.86,8.27,26.36,18.61,24.94,10,35.27,45.14,17.9,21.62,34.69,16.04,Palawan,227,12189,2085,950,55,NA,19,13,7,yes,Philippines,Palawan Island,Puerto Princesa; Iwahig Penal Colony,C.A. Ross,adult,83,NA,NA,collaris,female,NA
NMNH,562898,Alcedinidae,Todiramphus,Todiramphus_chloris,24.74,43.36,15.03,8.1,25.04,18.16,23.37,9.17,34.1,44.33,16.91,20.77,32.42,14.88,Palawan,227,12189,2085,950,55,NA,19,13,7,yes,Philippines,Palawan Island,Puerto Princesa,C.A. Ross,NA,NA,NA,NA,NA,NA,NA
KU,41185,Alcedinidae,Todiramphus,Todiramphus_chloris,25.74,46.2,15.22,9.33,25.87,18.87,25.49,11.27,35.19,45.46,17.46,21.21,32.16,14.5,Palawan,227,12189,2085,950,55,NA,19,13,7,yes,Philippines,Palawan Prov.; Palawan Island,Puerto Princesa; Tarabanan,M.C. Thompson,NA,NA,NA,NA,NA,NA,NA
NMNH,560675,Alcedinidae,Todiramphus,Todiramphus_chloris,25.81,46.43,15.12,9.3,26.81,20.4,27.2,9.56,35.98,45.85,17.99,22.18,33.98,15.88,Sabtang,24,40,NA,NA,NA,NA,1,5,1,yes,Philippines,Sabtang Island,Batanes Prov; Chaubian Sitio,R.S. Kennedy,NA,NA,NA,NA,collaris,male,NA
AMNH,23435,Alcedinidae,Todiramphus,Todiramphus_chloris,26.65,47.18,17.56,10.81,27.38,20.52,27.27,10.74,35.74,46.01,18,22.07,33.16,15.17,Guadalcanal,100,5353,2447,1700,75,30,10,15,7,no,Solomon Islands,Guadalcanal Island,Babanakira,M. LeCroy,NA,80,103,65,NA,male,NA
Burke,60296,Alcedinidae,Todiramphus,Todiramphus_chloris,27.04,44.34,17.53,10.19,26.96,20.25,26.81,10,NA,NA,18.11,22.33,33.88,15.78,Kiaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,Solomon Islands,Isabel Prov.,NA,NA,adult,70.5,104,70,NA,male,NA
Burke,58742,Alcedinidae,Todiramphus,Todiramphus_chloris,24.62,40.69,15.2,8.33,22.14,16.17,20.97,8.31,29.85,38.68,14.57,18.5,31.61,13.76,Rennell_Island,36,660,154,1550,79,5,3,5,1,no,Solomon Islands,Hutuna,NA,NA,juvenile,42,NA,NA,NA,male,NA
NMNH,290201,Alcedinidae,Todiramphus,Todiramphus_chloris,24.62,43.8,15.1,8.06,26.57,18.99,25.8,9.52,35.01,45.3,17.47,22.5,34,16.15,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Thailand,Bangkok,NA,H.M. Smith,NA,NA,NA,NA,armstrongi,female,NA
NMNH,290200,Alcedinidae,Todiramphus,Todiramphus_chloris,23.46,40.31,14.28,8.15,24.6,18.32,24.52,8.38,32.01,41.49,16.24,20.7,31.28,14.71,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Thailand,Bangkok,NA,H.M. Smith,NA,NA,NA,NA,NA,male,NA
NMNH,290199,Alcedinidae,Todiramphus,Todiramphus_chloris,23.83,42.15,14.98,8.53,24.98,19.2,26.25,8.96,34.21,44.45,16.78,21.94,33.17,15.13,continent,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Thailand,Bangkok,NA,H.M. Smith,NA,NA,NA,NA,armstrongi,male,NA
AMNH,10980,Alcedinidae,Todiramphus,Todiramphus_chloris,24.82,NA,NA,NA,25.83,18.33,23.75,8.84,34.82,44.63,16.99,22.21,32.6,NA,Phuket,317,576,529,1,3,NA,35,12,12,yes,Thailand,Puket Island,NA,C.B. Frith,NA,NA,NA,NA,NA,male,NA
Burke,42841,Alcedinidae,Todiramphus,Todiramphus_chloris,27.05,39.79,15.43,9.4,24.98,17.41,22.09,8.85,33.49,42.48,17.04,21.21,35.66,16.09,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Houma,NA,NA,adult,59.8,NA,NA,NA,female,NA
Burke,42847,Alcedinidae,Todiramphus,Todiramphus_chloris,24.88,40.32,16.08,8.56,24.93,17.11,21.73,8.09,33.53,41.9,16.55,22.09,36.81,16.65,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Houma,NA,NA,adult,61,NA,NA,NA,female,NA
Burke,42833,Alcedinidae,Todiramphus,Todiramphus_chloris,26.19,36.53,15.54,8.9,24.62,17.92,22.63,8.58,33.09,41.96,16.55,20.94,35.6,15.2,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Houma,NA,NA,adult,64.6,NA,NA,NA,female,NA
Burke,42834,Alcedinidae,Todiramphus,Todiramphus_chloris,26.84,40.62,16.26,9.94,24.73,17.71,22.36,8.57,33.96,42.1,16.55,22.02,36.85,16.83,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Houma,NA,NA,adult,68,NA,NA,NA,female,NA
Burke,42891,Alcedinidae,Todiramphus,Todiramphus_chloris,26.53,39.92,15.66,8.92,25.06,16.83,21.63,8.76,33.18,41.4,16.28,21.54,35.26,15.64,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Matalanga'a Maui,NA,NA,adult,57.6,NA,NA,NA,male,NA
Burke,42889,Alcedinidae,Todiramphus,Todiramphus_chloris,26.74,41.26,16.11,9.33,25.11,17.47,22.03,8.68,34.28,42.76,17.41,22.15,36.26,16.77,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Pangai,NA,NA,adult,59,NA,NA,NA,male,NA
Burke,42914,Alcedinidae,Todiramphus,Todiramphus_chloris,26.18,37.42,15.68,8.84,24.15,17.22,21.93,8.26,NA,41.63,16.56,20.66,35.16,15.83,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Pangai,NA,NA,adult,60,NA,NA,NA,male,NA
Burke,42904,Alcedinidae,Todiramphus,Todiramphus_chloris,27.12,40.42,16.01,9.29,26.01,17.2,22.25,9.33,34.57,43.29,17.17,22.38,37.78,17.08,Eua,14,87,328,3200,71,5,2,3,1,no,Tonga,Tufuvai,NA,NA,adult,63,NA,NA,NA,female,NA
AMNH,22704,Alcedinidae,Todiramphus,Todiramphus_cinnamominus,NA,NA,NA,NA,NA,16.78,20.67,8.24,34,44.19,16.25,21.66,37.12,16.95,Guam,3,541,393,3000,86,2,0,2,1,no,Guam,NA,NA,N.Y. Zoological Society,NA,NA,NA,NA,NA,male,NA
NMNH,612617,Alcedinidae,Todiramphus,Todiramphus_cinnamominus,NA,41.81,15.55,8.68,24.29,16.74,20.75,8.08,34.33,43.75,16.8,21.62,37.15,17.31,Guam,3,541,393,3000,86,2,0,2,1,no,Guam,NA,NA,"captive - National Zoological Park, but wild caught",adult,56,NA,NA,cinnamomina,female,NA
NMNH,431410,Alcedinidae,Todiramphus,Todiramphus_cinnamominus,26.84,45.18,14.93,8.82,24.64,16.92,22.2,8.64,34.36,42.61,16.59,21.57,35.28,16.35,Pohnpei,20,334,791,4500,108,20,1,3,1,no,Micronesia,Caroline Islands,Ponape Island,J.T. Marshall,NA,NA,NA,NA,reichenbachii,female,NA
NMNH,557210,Alcedinidae,Todiramphus,Todiramphus_funebris,30.28,47.98,17.8,11.11,28.29,20.18,26.75,9.26,37.21,47.94,18.83,24.24,38.28,16.68,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,Halmahera,Jailolo District,P.M. Taylor,NA,NA,NA,NA,NA,female,NA
NMNH,560831,Alcedinidae,Todiramphus,Todiramphus_funebris,30.78,48.41,18.21,11.43,29.88,21.04,26.74,10.59,37.74,47.74,18.61,24.69,37.68,17.03,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,Halmahera,Jailolo District,P.M. Taylor,NA,NA,NA,NA,NA,female,NA
NMNH,557211,Alcedinidae,Todiramphus,Todiramphus_funebris,30.71,47.01,16.53,11.7,28.75,20.04,24.69,10.49,37.85,47.14,18.6,24.79,37.66,17.14,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,Halmahera,Jailolo District,P.M. Taylor,NA,NA,NA,NA,NA,female,NA
NMNH,560830,Alcedinidae,Todiramphus,Todiramphus_funebris,30.88,52.47,19.09,12.08,29.68,21.97,27.78,10.96,39.6,50.25,19.86,25.55,39.47,17.73,Halmahera,171,18040,1635,1350,58,NA,21,19,10,yes,Indonesia,Halmahera,Jailolo District,P.M. Taylor,NA,NA,NA,NA,NA,male,NA
KU,114973,Alcedinidae,Todiramphus,Todiramphus_leucopygius,24.29,37.41,13.85,8.32,22.31,16.95,22.58,9.02,28.5,36.23,14.8,17.95,27.31,12.43,Guadalcanal,100,5353,2447,1700,75,30,10,15,7,no,Solomon Islands,Guadalcanal Island,8 km SSE Honiwara,R.G. Moyle,adult,43,NA,NA,NA,male,NA
Burke,58746,Alcedinidae,Todiramphus,Todiramphus_leucopygius,24.36,NA,14.81,8.51,22.65,17.81,22.95,8.63,28.4,36.34,14.87,17.93,26.87,12.4,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,2.5 km WSW of mouth of Garanga River,NA,NA,adult,46,96,63,NA,male,"pectoralis muscles 4.0g, heart 0.4g"
AMNH,23411,Alcedinidae,Todiramphus,Todiramphus_leucopygius,24.11,35.6,14.39,7.63,23.03,17.85,23.51,8.7,29.73,37.06,14.5,18.63,26.74,12.29,Santa_Isabel,78,3665,1219,1700,75,15,9,9,6,no,Solomon Islands,Isabel Island,Tunucheu,M. LeCroy,NA,47,NA,60.5,NA,male,NA
KU,85224,Alcedinidae,Todiramphus,Todiramphus_macleayii,24.17,36.44,12.86,7.71,21.99,18.14,23.75,9.79,29.78,37.46,14.51,18.24,28.25,13.09,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Northern Territory,Finniss Stn.,M.C. Thompson,NA,NA,NA,NA,NA,female,NA
KU,41184,Alcedinidae,Todiramphus,Todiramphus_macleayii,25.08,42.85,15.74,9.15,25.83,18.67,24.45,10.23,34.72,45.09,17.52,20.93,32.59,15.38,Palawan,227,12189,2085,950,55,NA,19,13,7,yes,Philippines,Palawan Prov.; Palawan Island,Puerto Princesa; Tarabanan,M.C. Thompson,NA,NA,NA,NA,NA,NA,NA
AMNH,9354,Alcedinidae,Todiramphus,Todiramphus_pyrrhopygius,23.97,NA,NA,NA,24.12,18.2,23.05,8.87,32.26,41.89,16.2,19.25,30.14,14.36,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,South Australia,15 mi SW Lyndhurst,L.L. Short,NA,NA,NA,NA,NA,female,NA
AMNH,9349,Alcedinidae,Todiramphus,Todiramphus_pyrrhopygius,24.52,NA,NA,NA,24.81,18.28,24.36,8.7,33.14,42.18,16.56,20.08,31.67,14.43,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,South Australia,9 mi E Myrtle Springs,L.L. Short,NA,NA,NA,NA,NA,male,NA
AMNH,9336,Alcedinidae,Todiramphus,Todiramphus_pyrrhopygius,24.9,NA,NA,NA,23.35,20.26,26.19,8.54,32.83,42.75,15.97,19.04,30.44,14.02,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,South Australia,Clayton Bore,L.L. Short,NA,NA,NA,NA,NA,male,NA
AMNH,9357,Alcedinidae,Todiramphus,Todiramphus_pyrrhopygius,24.01,NA,NA,NA,23.75,20.48,27.25,8.96,32.55,40.66,16.73,19.08,29.92,14.71,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,South Australia,Clayton Bore,L.L. Short,adult,NA,NA,NA,NA,male,NA
AMNH,8001,Alcedinidae,Todiramphus,Todiramphus_recurvirostris,21.1,NA,NA,NA,18.91,13.33,17.53,6.41,25.47,32.86,12.7,15.81,27.22,11.7,Upolu,28,1125,1143,3800,87,13,1,6,1,no,Western Samoa,Upolu Island,3 mi N Tafatafa Village,R.S.C.,adult,NA,NA,NA,NA,male,NA
AMNH,8000,Alcedinidae,Todiramphus,Todiramphus_recurvirostris,21.97,NA,NA,NA,18.94,13.37,17.29,6.73,25.99,33.01,12.57,16.55,28.55,11.94,Upolu,28,1125,1143,3800,87,13,1,6,1,no,Western Samoa,Upolu Island,3 mi N Tafatafa Village,R.S.C.,adult,NA,NA,NA,NA,male,NA
Burke,42805,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,NA,NA,NA,NA,20.54,14.8,17.92,7.19,29.67,37.24,15.34,18.74,34.43,16.48,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Lake Tiriara,NA,NA,adult,66.5,NA,NA,NA,female,NA
Burke,42806,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,23.87,NA,14.96,7.56,20.01,14.43,17.57,7.22,28.87,37.22,15.25,18.77,33.98,16.43,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Lake Tiriara,NA,NA,adult,40.2,NA,NA,NA,male,NA
NMNH,559591,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,22.94,35.38,15.08,6.83,20.41,14.52,17.72,7.18,29.25,36.46,15.04,18.89,35.05,16.48,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Mangaia Island,Tava'enga District; Airstrip,D.W. Steadman,NA,47,97,77,NA,female,NA
NMNH,582725,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,NA,NA,NA,NA,20.33,14.13,17.72,7.16,NA,NA,NA,18.87,NA,NA,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Mangaia Island,Tava'enga District; Atuakoro Landing,"D.W. Steadman, Tiria Ngatokoru",NA,42.2,95,81,NA,female,NA
NMNH,582726,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,NA,NA,NA,NA,20.05,14.36,17.91,7.01,NA,NA,NA,18.78,NA,NA,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Mangaia Island,Tava'enga District; Airstrip,D.W. Steadman,NA,43.2,98,82,NA,male,NA
NMNH,559590,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,23.36,36.28,14.58,6.62,20.42,14.87,18.66,7.39,30.05,37.33,15.45,19.17,34.91,16.42,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Mangaia Island,Tava'enga District; Lake Kauevavo,"D.W. Steadman, Tiria Ngatokoru",NA,44,102,83,ruficollaris,male,NA
Burke,42792,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,23.69,35.37,15.21,7.32,20.57,14.69,17.98,6.59,29.59,37,15.35,19.24,35.05,16.66,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Onerua Landing,NA,NA,adult,47,NA,NA,NA,female,NA
Burke,42791,Alcedinidae,Todiramphus,Todiramphus_ruficollaris,24.09,36.53,15.2,7.52,21.1,14.52,18.15,7.17,30.08,37.52,15.39,19.14,34.93,16.61,Mangaia,5,35,169,4500,106,4,0,0,1,no,Cook Islands,Onerua Landing,NA,NA,adult,47.5,NA,NA,NA,male,NA
NMNH,620233,Alcedinidae,Todiramphus,Todiramphus_sanctus,22.68,35.47,13.34,7.25,23.38,18.49,23.98,8.57,31.39,NA,NA,18.97,29.77,14.26,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,A.C.T.,Scullin,N. Pook,NA,33.2,NA,NA,NA,female,NA
Burke,62954,Alcedinidae,Todiramphus,Todiramphus_sanctus,23.79,39.39,13.85,7.96,23.1,17.99,23.41,9.22,31.11,39.75,15.3,19.22,NA,13.53,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Byron Bay,NA,NA,juvenile,44.8,90,NA,NA,male,NA
AMNH,9671,Alcedinidae,Todiramphus,Todiramphus_sanctus,22.33,37.86,13.26,7.52,23.31,18.24,23.76,9.25,30.36,39.12,15.37,18.89,29.56,13.38,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Melrose,NA,L.L. Short,NA,44,NA,NA,NA,NA,NA
NMNH,610567,Alcedinidae,Todiramphus,Todiramphus_sanctus,22.18,27.04,11.48,6.15,22.12,17.25,23.66,7.79,30.07,38.73,14.95,17.66,27.97,13.13,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,New South Wales,Griffith,J. Webster,NA,NA,90,58,NA,male,NA
NMNH,632123,Alcedinidae,Todiramphus,Todiramphus_sanctus,22.45,37.73,13.49,7.75,23.09,18.64,23.64,8.85,31.04,39.68,15.44,19.09,29.71,13.39,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,New South Wales,Ballina; Racecourse Rd,W. Boles,NA,37.4,NA,NA,NA,male,NA
NMNH,347674,Alcedinidae,Todiramphus,Todiramphus_sanctus,21.48,39.53,13.2,7.24,22.34,18.16,22.76,8.59,30.1,38,14.91,18.84,29.29,12.57,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Northern Territory,Arnhem Peninsula,H.G. Deignan,NA,NA,NA,NA,NA,female,NA
NMNH,347673,Alcedinidae,Todiramphus,Todiramphus_sanctus,21.71,36.03,12.54,7.38,20.7,16.37,21.52,7.92,28.04,36.07,14.33,17.9,27.28,11.99,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Northern Territory,Arnhem Peninsula; Yirrikala,H.G. Deignan,NA,NA,NA,NA,NA,female,NA
NMNH,620234,Alcedinidae,Todiramphus,Todiramphus_sanctus,23.03,34.1,13.25,7.41,21.38,17.29,22.9,9.19,28.73,38.34,14.28,17.56,27.85,12.46,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Queensland,"Tiaro, Blackmountain Rd",V. Richardson,NA,34.5,NA,NA,NA,male,NA
Burke,62818,Alcedinidae,Todiramphus,Todiramphus_sanctus,22.75,43.95,14.04,7.21,22.71,17.56,23.57,9.66,30.19,39.28,NA,18.39,28.42,12.92,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Wentworth Falls,NA,NA,adult,32.5,NA,NA,NA,male,NA
KU,83429,Alcedinidae,Todiramphus,Todiramphus_sanctus,23.96,34.16,13.57,8.53,23.82,18.68,23.96,9.14,31.26,38.79,15.27,18.77,29.09,13.59,continent,614,7617930,NA,NA,NA,NA,NA,NA,NA,yes,Australia,Lord Howe Island,NA,M.C. Thompson,NA,NA,NA,NA,NA,NA,NA
